L1-D01-g.bmp,583,247,591,255,synapse
L1-D01-g.bmp,589,256,597,264,synapse
L1-D01-g.bmp,559,269,567,277,synapse
L1-D01-g.bmp,592,267,600,275,synapse
L1-D01-g.bmp,635,264,643,272,synapse
L1-D01-g.bmp,607,281,615,289,synapse
L1-D01-g.bmp,595,284,603,292,synapse
L1-D01-g.bmp,612,288,620,296,synapse
L1-D01-g.bmp,617,293,625,301,synapse
L1-D01-g.bmp,615,300,623,308,synapse
L1-D01-g.bmp,639,276,647,284,synapse
L1-D01-g.bmp,658,275,666,283,synapse
L1-D01-g.bmp,622,305,630,313,synapse
L1-D01-g.bmp,590,312,598,320,synapse
L1-D01-g.bmp,550,311,558,319,synapse
L1-D01-g.bmp,551,332,559,340,synapse
L1-D01-g.bmp,544,337,552,345,synapse
L1-D01-g.bmp,540,341,548,349,synapse
L1-D01-g.bmp,515,318,523,326,synapse
L1-D01-g.bmp,509,321,517,329,synapse
L1-D01-g.bmp,516,305,524,313,synapse
L1-D01-g.bmp,546,210,554,218,synapse
L1-D01-g.bmp,520,240,528,248,synapse
L1-D01-g.bmp,515,243,523,251,synapse
L1-D01-g.bmp,512,256,520,264,synapse
L1-D01-g.bmp,504,262,512,270,synapse
L1-D01-g.bmp,561,235,569,243,synapse
L1-D01-g.bmp,580,224,588,232,synapse
L1-D01-g.bmp,571,229,579,237,synapse
L1-D01-g.bmp,549,239,557,247,synapse
L1-D01-g.bmp,742,245,750,253,synapse
L1-D01-g.bmp,735,252,743,260,synapse
L1-D01-g.bmp,729,251,737,259,synapse
L1-D01-g.bmp,734,239,742,247,synapse
L1-D01-g.bmp,728,226,736,234,synapse
L1-D01-g.bmp,719,232,727,240,synapse
L1-D01-g.bmp,719,244,727,252,synapse
L1-D01-g.bmp,695,249,703,257,synapse
L1-D01-g.bmp,685,253,693,261,synapse
L1-D01-g.bmp,647,244,655,252,synapse
L1-D01-g.bmp,648,249,656,257,synapse
L1-D01-g.bmp,664,248,672,256,synapse
L1-D01-g.bmp,673,238,681,246,synapse
L1-D01-g.bmp,668,230,676,238,synapse
L1-D01-g.bmp,674,217,682,225,synapse
L1-D01-g.bmp,685,284,693,292,synapse
L1-D01-g.bmp,683,287,691,295,synapse
L1-D01-g.bmp,685,294,693,302,synapse
L1-D01-g.bmp,665,302,673,310,synapse
L1-D01-g.bmp,655,305,663,313,synapse
L1-D01-g.bmp,657,309,665,317,synapse
L1-D01-g.bmp,646,292,654,300,synapse
L1-D01-g.bmp,649,326,657,334,synapse
L1-D01-g.bmp,686,310,694,318,synapse
L1-D01-g.bmp,683,316,691,324,synapse
L1-D01-g.bmp,524,360,532,368,synapse
L1-D01-g.bmp,520,360,528,368,synapse
L1-D01-g.bmp,466,327,474,335,synapse
L1-D01-g.bmp,464,322,472,330,synapse
L1-D01-g.bmp,459,323,467,331,synapse
L1-D01-g.bmp,446,317,454,325,synapse
L1-D01-g.bmp,414,389,422,397,synapse
L1-D01-g.bmp,407,384,415,392,synapse
L1-D01-g.bmp,404,378,412,386,synapse
L1-D01-g.bmp,399,378,407,386,synapse
L1-D01-g.bmp,707,336,715,344,synapse
L1-D01-g.bmp,699,319,707,327,synapse
L1-D01-g.bmp,696,316,704,324,synapse
L1-D01-g.bmp,723,287,731,295,synapse
L1-D01-g.bmp,718,283,726,291,synapse
L1-D01-g.bmp,728,316,736,324,synapse
L1-D01-g.bmp,734,315,742,323,synapse
L1-D01-g.bmp,735,320,743,328,synapse
L1-D01-g.bmp,740,329,748,337,synapse
L1-D01-g.bmp,624,351,632,359,synapse
L1-D01-g.bmp,599,339,607,347,synapse
L1-D01-g.bmp,594,341,602,349,synapse
L1-D01-g.bmp,614,330,622,338,synapse
L1-D01-g.bmp,590,329,598,337,synapse
L1-D01-g.bmp,572,368,580,376,synapse
L1-D01-g.bmp,567,370,575,378,synapse
L1-D01-g.bmp,562,373,570,381,synapse
L1-D01-g.bmp,585,350,593,358,synapse
L1-D01-g.bmp,605,372,613,380,synapse
L1-D01-g.bmp,607,376,615,384,synapse
L1-D01-g.bmp,645,387,653,395,synapse
L1-D01-g.bmp,657,376,665,384,synapse
L1-D01-g.bmp,684,347,692,355,synapse
L1-D01-g.bmp,680,368,688,376,synapse
L1-D01-g.bmp,659,366,667,374,synapse
L1-D01-g.bmp,672,376,680,384,synapse
L1-D01-g.bmp,673,403,681,411,synapse
L1-D01-g.bmp,678,399,686,407,synapse
L1-D01-g.bmp,655,403,663,411,synapse
L1-D01-g.bmp,648,406,656,414,synapse
L1-D01-g.bmp,721,369,729,377,synapse
L1-D01-g.bmp,720,376,728,384,synapse
L1-D01-g.bmp,757,359,765,367,synapse
L1-D01-g.bmp,711,357,719,365,synapse
L1-D01-g.bmp,705,363,713,371,synapse
L1-D01-g.bmp,702,368,710,376,synapse
L1-D01-g.bmp,692,387,700,395,synapse
L1-D01-g.bmp,434,411,442,419,synapse
L1-D01-g.bmp,420,429,428,437,synapse
L1-D01-g.bmp,469,430,477,438,synapse
L1-D01-g.bmp,470,424,478,432,synapse
L1-D01-g.bmp,474,405,482,413,synapse
L1-D01-g.bmp,467,402,475,410,synapse
L1-D01-g.bmp,456,399,464,407,synapse
L1-D01-g.bmp,480,393,488,401,synapse
L1-D01-g.bmp,484,393,492,401,synapse
L1-D01-g.bmp,487,389,495,397,synapse
L1-D01-g.bmp,482,383,490,391,synapse
L1-D01-g.bmp,500,365,508,373,synapse
L1-D01-g.bmp,493,352,501,360,synapse
L1-D01-g.bmp,559,424,567,432,synapse
L1-D01-g.bmp,555,418,563,426,synapse
L1-D01-g.bmp,552,435,560,443,synapse
L1-D01-g.bmp,546,436,554,444,synapse
L1-D01-g.bmp,557,448,565,456,synapse
L1-D01-g.bmp,565,441,573,449,synapse
L1-D01-g.bmp,619,426,627,434,synapse
L1-D01-g.bmp,615,429,623,437,synapse
L1-D01-g.bmp,450,440,458,448,synapse
L1-D01-g.bmp,452,443,460,451,synapse
L1-D01-g.bmp,449,445,457,453,synapse
L1-D01-g.bmp,436,459,444,467,synapse
L1-D01-g.bmp,430,463,438,471,synapse
L1-D01-g.bmp,383,469,391,477,synapse
L1-D01-g.bmp,381,475,389,483,synapse
L1-D01-g.bmp,385,474,393,482,synapse
L1-D01-g.bmp,462,489,470,497,synapse
L1-D01-g.bmp,486,487,494,495,synapse
L1-D01-g.bmp,478,465,486,473,synapse
L1-D01-g.bmp,467,467,475,475,synapse
L1-D01-g.bmp,616,454,624,462,synapse
L1-D01-g.bmp,590,460,598,468,synapse
L1-D01-g.bmp,635,441,643,449,synapse
L1-D01-g.bmp,628,428,636,436,synapse
