L1-D02-s.bmp,336,453,344,461,synapse
L1-D02-s.bmp,349,446,357,454,synapse
L1-D02-s.bmp,425,481,433,489,synapse
L1-D02-s.bmp,538,398,546,406,synapse
L1-D02-s.bmp,534,394,542,402,synapse
L1-D02-s.bmp,527,386,535,394,synapse
L1-D02-s.bmp,535,380,543,388,synapse
L1-D02-s.bmp,427,470,435,478,synapse
L1-D02-s.bmp,435,488,443,496,synapse
L1-D02-s.bmp,376,461,384,469,synapse
L1-D02-s.bmp,360,460,368,468,synapse
L1-D02-s.bmp,357,433,365,441,synapse
L1-D02-s.bmp,344,437,352,445,synapse
L1-D02-s.bmp,330,437,338,445,synapse
L1-D02-s.bmp,306,448,314,456,synapse
L1-D02-s.bmp,331,461,339,469,synapse
L1-D02-s.bmp,334,473,342,481,synapse
L1-D02-s.bmp,337,477,345,485,synapse
L1-D02-s.bmp,333,483,341,491,synapse
L1-D02-s.bmp,364,469,372,477,synapse
L1-D02-s.bmp,320,458,328,466,synapse
L1-D02-s.bmp,566,464,574,472,synapse
L1-D02-s.bmp,570,456,578,464,synapse
L1-D02-s.bmp,534,415,542,423,synapse
L1-D02-s.bmp,534,435,542,443,synapse
L1-D02-s.bmp,546,441,554,449,synapse
L1-D02-s.bmp,559,442,567,450,synapse
L1-D02-s.bmp,552,495,560,503,synapse
L1-D02-s.bmp,350,494,358,502,synapse
L1-D02-s.bmp,388,503,396,511,synapse
L1-D02-s.bmp,396,504,404,512,synapse
L1-D02-s.bmp,405,502,413,510,synapse
L1-D02-s.bmp,419,497,427,505,synapse
L1-D02-s.bmp,400,488,408,496,synapse
L1-D02-s.bmp,387,474,395,482,synapse
L1-D02-s.bmp,402,465,410,473,synapse
L1-D02-s.bmp,364,505,372,513,synapse
L1-D02-s.bmp,419,547,427,555,synapse
L1-D02-s.bmp,506,525,514,533,synapse
L1-D02-s.bmp,490,520,498,528,synapse
L1-D02-s.bmp,505,530,513,538,synapse
L1-D02-s.bmp,498,524,506,532,synapse
L1-D02-s.bmp,509,448,517,456,synapse
L1-D02-s.bmp,503,453,511,461,synapse
L1-D02-s.bmp,526,455,534,463,synapse
L1-D02-s.bmp,525,426,533,434,synapse
L1-D02-s.bmp,539,463,547,471,synapse
L1-D02-s.bmp,540,448,548,456,synapse
L1-D02-s.bmp,539,539,547,547,synapse
L1-D02-s.bmp,569,517,577,525,synapse
L1-D02-s.bmp,539,499,547,507,synapse
L1-D02-s.bmp,528,510,536,518,synapse
L1-D02-s.bmp,548,513,556,521,synapse
L1-D02-s.bmp,623,488,631,496,synapse
L1-D02-s.bmp,605,481,613,489,synapse
L1-D02-s.bmp,604,470,612,478,synapse
L1-D02-s.bmp,594,463,602,471,synapse
L1-D02-s.bmp,582,466,590,474,synapse
L1-D02-s.bmp,576,479,584,487,synapse
L1-D02-s.bmp,559,484,567,492,synapse
L1-D02-s.bmp,546,488,554,496,synapse
L1-D02-s.bmp,544,474,552,482,synapse
L1-D02-s.bmp,539,473,547,481,synapse
L1-D02-s.bmp,590,493,598,501,synapse
L1-D02-s.bmp,586,489,594,497,synapse
L1-D02-s.bmp,646,489,654,497,synapse
L1-D02-s.bmp,655,484,663,492,synapse
L1-D02-s.bmp,621,529,629,537,synapse
L1-D02-s.bmp,635,533,643,541,synapse
